target_x,target_y,target_z,actual_x,actual_y,actual_z,error_x,error_y,error_z,force_x,force_y,force_z,qw,qx,qy,qz
0.338036,0.723028,0.246547,0.33819,0.65418,0.269286,-0.000154193,0.068848,-0.022739,-0.212048,8.58061,-3.03122,0.485954,-0.488607,0.474112,0.548023
0.338028,0.723111,0.246547,0.338191,0.654279,0.269272,-0.000162907,0.0688323,-0.0227256,-0.209398,8.57734,-3.04549,0.485951,-0.488602,0.474108,0.548034
0.33802,0.723194,0.246547,0.338189,0.654376,0.269256,-0.000169229,0.0688175,-0.0227094,-0.197879,8.58781,-3.01015,0.485946,-0.488599,0.474105,0.548044
0.338011,0.723276,0.246547,0.338189,0.654476,0.269241,-0.000177998,0.0688001,-0.0226943,-0.219705,8.56794,-3.03779,0.48594,-0.488592,0.474103,0.548057
0.338003,0.723359,0.246547,0.338196,0.654571,0.26922,-0.000192406,0.0687878,-0.0226738,-0.251687,8.59485,-2.96554,0.485936,-0.488588,0.474106,0.548062
0.337995,0.723441,0.246547,0.338206,0.654669,0.269208,-0.000211024,0.0687723,-0.0226615,-0.30604,8.59539,-2.97975,0.485937,-0.48858,0.474105,0.548069
0.337987,0.723524,0.246546,0.338212,0.654765,0.269186,-0.00022525,0.0687587,-0.0226394,-0.334581,8.6035,-2.94971,0.485933,-0.488573,0.474108,0.548075
0.337979,0.723606,0.246546,0.33822,0.654862,0.26917,-0.000240827,0.0687442,-0.0226237,-0.342179,8.59874,-2.95609,0.485931,-0.488566,0.474109,0.548083
0.337971,0.723688,0.246546,0.338222,0.65496,0.269148,-0.000251058,0.0687283,-0.0226015,-0.339811,8.5929,-2.92728,0.485926,-0.48856,0.47411,0.548092
0.337962,0.723771,0.246546,0.33823,0.655057,0.26913,-0.000267654,0.0687137,-0.0225838,-0.357277,8.59475,-2.94383,0.485926,-0.488553,0.474109,0.548099
0.337954,0.723853,0.246546,0.338234,0.655155,0.269113,-0.00027939,0.0686973,-0.0225666,-0.331306,8.59083,-2.90594,0.485921,-0.488546,0.47411,0.548109
0.337946,0.723935,0.246546,0.338242,0.655253,0.269093,-0.000295768,0.0686818,-0.0225471,-0.366323,8.5884,-2.89197,0.485919,-0.488538,0.474113,0.548114
0.337938,0.724017,0.246546,0.338252,0.655352,0.269074,-0.000314354,0.0686646,-0.0225278,-0.382802,8.56923,-2.87347,0.485919,-0.488531,0.474115,0.54812
0.33793,0.724099,0.246546,0.338259,0.655453,0.269057,-0.000329231,0.0686465,-0.0225109,-0.400544,8.55011,-2.9131,0.485917,-0.488525,0.474113,0.548128
0.337922,0.724181,0.246546,0.338264,0.655555,0.269038,-0.000342516,0.0686265,-0.0224925,-0.391129,8.53281,-2.8992,0.485913,-0.488519,0.474113,0.548137
0.337913,0.724263,0.246546,0.338281,0.655652,0.269024,-0.000367532,0.0686114,-0.0224782,-0.429528,8.53894,-2.90875,0.485919,-0.488512,0.474113,0.548138
0.337905,0.724345,0.246546,0.338288,0.655755,0.269015,-0.000382773,0.0685906,-0.022469,-0.437582,8.51386,-2.97243,0.485921,-0.488506,0.474107,0.548147
0.337897,0.724427,0.246546,0.338303,0.655854,0.269004,-0.000405532,0.0685735,-0.0224584,-0.470691,8.51614,-2.97842,0.485928,-0.488501,0.474103,0.548148
0.337889,0.724509,0.246546,0.338308,0.655957,0.268987,-0.000419182,0.0685518,-0.0224416,-0.451904,8.48891,-2.96018,0.485925,-0.488494,0.474102,0.548158
0.337881,0.724591,0.246546,0.338323,0.656056,0.268969,-0.000441855,0.068535,-0.0224235,-0.474034,8.50336,-2.92978,0.485928,-0.488485,0.474105,0.548161
0.337873,0.724672,0.246546,0.338329,0.65616,0.268958,-0.000456614,0.0685127,-0.0224122,-0.444424,8.48067,-2.92535,0.485929,-0.488477,0.474099,0.548173
0.337864,0.724754,0.246545,0.33834,0.656261,0.268942,-0.000475143,0.0684931,-0.0223961,-0.476065,8.48365,-2.92791,0.485931,-0.488471,0.474097,0.548178
0.337856,0.724836,0.246545,0.338346,0.656367,0.268937,-0.000489382,0.0684689,-0.0223916,-0.441914,8.45018,-2.97473,0.485934,-0.488464,0.47409,0.548187
0.337848,0.724917,0.246545,0.338357,0.656471,0.268932,-0.000509336,0.0684466,-0.0223867,-0.447626,8.43391,-3.02372,0.485942,-0.488457,0.474082,0.548194
0.33784,0.724999,0.246545,0.338364,0.656574,0.268922,-0.000524435,0.0684248,-0.0223768,-0.43268,8.41389,-3.04801,0.485943,-0.488451,0.474078,0.548201
0.337832,0.72508,0.246545,0.338376,0.656676,0.268918,-0.000544042,0.0684044,-0.0223725,-0.425781,8.40498,-3.09587,0.485951,-0.488449,0.474071,0.548203
0.337824,0.725162,0.246545,0.338386,0.656776,0.268904,-0.000562783,0.0683857,-0.0223592,-0.45488,8.41912,-3.07063,0.485952,-0.488443,0.474073,0.548205
0.337815,0.725243,0.246545,0.338398,0.656877,0.268896,-0.000582504,0.0683663,-0.0223507,-0.461988,8.42152,-3.08691,0.485955,-0.488438,0.474073,0.548208
0.337807,0.725325,0.246545,0.33841,0.65698,0.268892,-0.00060258,0.0683449,-0.0223472,-0.463937,8.41285,-3.10355,0.485964,-0.488435,0.474065,0.548208
0.337799,0.725406,0.246545,0.338419,0.657081,0.268885,-0.000620206,0.068325,-0.0223397,-0.468368,8.40983,-3.11704,0.485967,-0.48843,0.474064,0.548211
0.337791,0.725487,0.246545,0.338426,0.657183,0.268875,-0.000635428,0.0683041,-0.0223299,-0.432331,8.40336,-3.07134,0.485968,-0.488426,0.474062,0.548216
0.337783,0.725568,0.246545,0.33843,0.657287,0.268867,-0.000646924,0.0682816,-0.0223228,-0.393914,8.38403,-3.09704,0.485969,-0.488424,0.474058,0.54822
0.337774,0.72565,0.246544,0.338436,0.657387,0.268856,-0.000661476,0.0682621,-0.0223113,-0.391682,8.40436,-3.07104,0.48597,-0.488425,0.474058,0.548218
0.337766,0.725731,0.246544,0.338443,0.657492,0.26885,-0.000676726,0.0682387,-0.0223055,-0.364786,8.37489,-3.07922,0.485972,-0.488423,0.474056,0.54822
0.337758,0.725812,0.246544,0.338444,0.657596,0.268838,-0.000685908,0.0682162,-0.0222935,-0.336888,8.3649,-3.058,0.485969,-0.488425,0.474056,0.548221
0.33775,0.725893,0.246544,0.33845,0.657699,0.268835,-0.000699624,0.0681942,-0.0222904,-0.327087,8.36155,-3.08002,0.485971,-0.488426,0.474054,0.54822
0.337742,0.725974,0.246544,0.338455,0.6578,0.268822,-0.000713232,0.068174,-0.0222782,-0.333485,8.38231,-3.03298,0.485969,-0.488428,0.474057,0.548217
0.337734,0.726055,0.246544,0.338455,0.6579,0.268806,-0.000721548,0.0681544,-0.0222621,-0.322914,8.39591,-2.99705,0.485963,-0.488432,0.474061,0.548214
0.337725,0.726135,0.246544,0.338458,0.658001,0.268792,-0.000732292,0.0681343,-0.0222479,-0.29158,8.38368,-2.9791,0.485959,-0.488435,0.474065,0.548213
0.337717,0.726216,0.246544,0.33846,0.658104,0.268782,-0.000743234,0.0681122,-0.0222384,-0.314695,8.3692,-3.00906,0.485958,-0.488438,0.474064,0.548212
0.337709,0.726297,0.246544,0.338459,0.658205,0.268767,-0.000750319,0.0680922,-0.0222231,-0.318735,8.38686,-2.98574,0.485953,-0.488444,0.474067,0.548209
0.337701,0.726378,0.246544,0.338459,0.658306,0.268751,-0.00075858,0.0680715,-0.0222073,-0.29669,8.38484,-2.94065,0.485948,-0.488446,0.474071,0.548207
0.337693,0.726458,0.246543,0.338452,0.658407,0.268733,-0.000759115,0.0680519,-0.0221895,-0.252197,8.38842,-2.91289,0.485935,-0.488453,0.474077,0.548209
0.337684,0.726539,0.246543,0.338449,0.658509,0.26872,-0.000764859,0.0680298,-0.0221763,-0.232539,8.37119,-2.90943,0.48593,-0.488458,0.474078,0.548206
0.337676,0.72662,0.246543,0.338443,0.658609,0.268697,-0.000766967,0.068011,-0.0221534,-0.205803,8.38169,-2.85709,0.485918,-0.488463,0.474086,0.548206
0.337668,0.7267,0.246543,0.338438,0.658711,0.26868,-0.000770439,0.0679896,-0.022137,-0.185992,8.37425,-2.85824,0.48591,-0.488469,0.474088,0.548206
0.33766,0.726781,0.246543,0.338438,0.658811,0.268669,-0.00077815,0.0679692,-0.0221263,-0.184397,8.36574,-2.88085,0.485906,-0.488473,0.474089,0.548205
0.337652,0.726861,0.246543,0.338434,0.65891,0.268651,-0.00078268,0.0679511,-0.0221077,-0.202282,8.37909,-2.87833,0.485898,-0.488478,0.474093,0.548205
0.337643,0.726942,0.246543,0.338429,0.659012,0.26864,-0.000785504,0.0679298,-0.022097,-0.185551,8.37071,-2.90248,0.485892,-0.488482,0.474092,0.548207
0.337635,0.727022,0.246543,0.338427,0.659107,0.268621,-0.000791361,0.0679145,-0.0220781,-0.216355,8.41209,-2.86775,0.485884,-0.488488,0.474096,0.548205
0.337627,0.727102,0.246543,0.338419,0.659209,0.268611,-0.000792344,0.067893,-0.0220684,-0.199598,8.39638,-2.91369,0.485879,-0.488495,0.474092,0.548207
0.337619,0.727182,0.246542,0.338415,0.659307,0.2686,-0.000796553,0.0678756,-0.0220576,-0.187984,8.40761,-2.91777,0.485874,-0.488499,0.474091,0.548209
0.337611,0.727263,0.246542,0.338411,0.659403,0.268585,-0.000800006,0.0678595,-0.0220426,-0.196067,8.41573,-2.93299,0.485869,-0.488504,0.47409,0.548209
0.337602,0.727343,0.246542,0.338404,0.659503,0.268578,-0.00080143,0.0678399,-0.022036,-0.17099,8.40458,-2.9538,0.485865,-0.488507,0.474086,0.548214
0.337594,0.727423,0.246542,0.338399,0.6596,0.268573,-0.000804869,0.0678224,-0.0220305,-0.169899,8.41475,-2.98285,0.485864,-0.488512,0.474079,0.548217
0.337586,0.727503,0.246542,0.338395,0.659698,0.268563,-0.00080862,0.0678044,-0.0220213,-0.188145,8.41306,-3.01323,0.485858,-0.488511,0.474078,0.548224
0.337578,0.727583,0.246542,0.338399,0.659793,0.268559,-0.000821403,0.0677899,-0.0220173,-0.244145,8.43512,-3.03423,0.485863,-0.488512,0.474072,0.548224
0.33757,0.727663,0.246542,0.338394,0.65989,0.268552,-0.000824191,0.0677733,-0.0220099,-0.234802,8.43372,-3.04547,0.48586,-0.488514,0.474065,0.54823
0.337561,0.727743,0.246542,0.338388,0.659987,0.268544,-0.000826319,0.067756,-0.0220023,-0.199863,8.42518,-3.05388,0.485857,-0.488516,0.474058,0.548236
0.337553,0.727823,0.246541,0.338391,0.660083,0.268545,-0.000837514,0.06774,-0.0220034,-0.224826,8.43293,-3.09441,0.485862,-0.488514,0.47405,0.548242
0.337545,0.727902,0.246541,0.338385,0.660176,0.268534,-0.000840215,0.0677263,-0.0219923,-0.218576,8.45261,-3.05395,0.485859,-0.488515,0.474046,0.548247
0.337537,0.727982,0.246541,0.338386,0.66027,0.268531,-0.000849623,0.0677121,-0.0219896,-0.229741,8.45314,-3.08271,0.485861,-0.488515,0.47404,0.54825
0.337529,0.728062,0.246541,0.338386,0.660366,0.268528,-0.000857507,0.0676961,-0.0219867,-0.259689,8.44482,-3.1218,0.485864,-0.488514,0.474032,0.548256
0.33752,0.728142,0.246541,0.338385,0.660463,0.268528,-0.000864182,0.0676783,-0.0219875,-0.237195,8.42782,-3.1544,0.485867,-0.488512,0.474021,0.548264
0.337512,0.728221,0.246541,0.338387,0.660559,0.268527,-0.00087446,0.0676618,-0.0219864,-0.246909,8.4299,-3.13794,0.485872,-0.488513,0.474009,0.548269
0.337504,0.728301,0.246541,0.338382,0.660657,0.268522,-0.000877686,0.0676437,-0.0219817,-0.229383,8.41321,-3.12738,0.485871,-0.488511,0.474,0.548279
0.337496,0.72838,0.246541,0.338383,0.660753,0.268518,-0.000887363,0.0676271,-0.0219779,-0.257799,8.42035,-3.10726,0.485872,-0.488506,0.473995,0.548288
0.337488,0.72846,0.24654,0.338384,0.66085,0.268513,-0.000896305,0.06761,-0.0219723,-0.261077,8.41426,-3.08916,0.485875,-0.488505,0.473985,0.548294
0.337479,0.728539,0.24654,0.338383,0.660946,0.268504,-0.000903318,0.0675936,-0.0219638,-0.271598,8.40998,-3.08768,0.485875,-0.488504,0.473978,0.548301
0.337471,0.728619,0.24654,0.338384,0.661043,0.268497,-0.000912988,0.0675753,-0.0219571,-0.282865,8.40319,-3.06181,0.485878,-0.488501,0.47397,0.548309
0.337463,0.728698,0.24654,0.338383,0.661138,0.268485,-0.000919995,0.0675601,-0.0219453,-0.290241,8.42565,-3.0047,0.485874,-0.488496,0.473968,0.548318
0.337455,0.728777,0.24654,0.338386,0.661235,0.26848,-0.000931243,0.0675419,-0.0219406,-0.307896,8.41344,-3.03032,0.485878,-0.488493,0.47396,0.548324
0.337447,0.728856,0.24654,0.338387,0.661332,0.268469,-0.000940325,0.0675244,-0.0219288,-0.294078,8.40602,-2.97018,0.485877,-0.488488,0.473954,0.548334
0.337438,0.728936,0.24654,0.338388,0.66143,0.268456,-0.000949082,0.0675059,-0.0219169,-0.308998,8.38984,-2.97115,0.485878,-0.488484,0.473949,0.548342
0.33743,0.729015,0.246539,0.338397,0.661525,0.268448,-0.000966583,0.0674902,-0.0219084,-0.350739,8.39449,-2.97449,0.485881,-0.488479,0.473947,0.548346
0.337422,0.729094,0.246539,0.33839,0.661622,0.268429,-0.000967527,0.0674714,-0.0218898,-0.299217,8.38166,-2.91782,0.485872,-0.488478,0.473945,0.548355
0.337414,0.729173,0.246539,0.338395,0.661718,0.268416,-0.000981305,0.067455,-0.0218764,-0.336791,8.39214,-2.90107,0.485874,-0.488473,0.473942,0.54836
0.337406,0.729252,0.246539,0.338396,0.661815,0.268403,-0.000990828,0.0674367,-0.0218644,-0.329222,8.38757,-2.88715,0.485872,-0.488467,0.473941,0.54837
0.337397,0.729331,0.246539,0.3384,0.661909,0.268381,-0.00100216,0.0674222,-0.0218425,-0.338152,8.3946,-2.83096,0.485867,-0.488461,0.473944,0.548376
0.337389,0.72941,0.246539,0.338399,0.662006,0.268367,-0.00100985,0.067404,-0.0218281,-0.313243,8.37946,-2.81757,0.485864,-0.488457,0.473942,0.548384
0.337381,0.729489,0.246538,0.338402,0.662102,0.268346,-0.00102132,0.067387,-0.0218079,-0.333405,8.36953,-2.80379,0.485861,-0.488452,0.473942,0.54839
0.337373,0.729567,0.246538,0.338405,0.662198,0.268331,-0.00103247,0.067369,-0.0217925,-0.350922,8.36698,-2.81228,0.485858,-0.488445,0.473943,0.548399
0.337365,0.729646,0.246538,0.338414,0.662293,0.268321,-0.00104942,0.0673535,-0.0217824,-0.378126,8.38376,-2.82527,0.485862,-0.48844,0.47394,0.548402
0.337356,0.729725,0.246538,0.338418,0.662387,0.268303,-0.00106153,0.067338,-0.0217654,-0.381378,8.38548,-2.82253,0.485858,-0.488435,0.473943,0.548408
0.337348,0.729804,0.246538,0.33842,0.662482,0.268289,-0.00107225,0.0673213,-0.0217516,-0.359427,8.38501,-2.80733,0.485857,-0.488432,0.473942,0.548412
0.33734,0.729882,0.246538,0.338426,0.662578,0.268278,-0.0010858,0.0673042,-0.0217401,-0.384308,8.39023,-2.83056,0.485859,-0.488426,0.47394,0.548418
0.337332,0.729961,0.246537,0.33843,0.662674,0.268262,-0.00109793,0.067287,-0.0217247,-0.400841,8.38067,-2.83829,0.485857,-0.488421,0.47394,0.548424
0.337324,0.730039,0.246537,0.338434,0.662769,0.26825,-0.0011104,0.0672707,-0.0217124,-0.402773,8.37963,-2.85938,0.485856,-0.488418,0.473941,0.548427
0.337315,0.730118,0.246537,0.338437,0.662864,0.268236,-0.00112165,0.0672541,-0.0216987,-0.398743,8.36904,-2.88524,0.485854,-0.488413,0.47394,0.548433
0.337307,0.730196,0.246537,0.338438,0.662961,0.268225,-0.00113098,0.0672354,-0.0216875,-0.388201,8.36577,-2.88019,0.485853,-0.488413,0.473937,0.548437
0.337299,0.730275,0.246537,0.338445,0.663054,0.268217,-0.00114628,0.0672202,-0.0216799,-0.409814,8.38772,-2.88299,0.485856,-0.488407,0.473937,0.54844
0.337291,0.730353,0.246537,0.338449,0.66315,0.268206,-0.00115838,0.0672025,-0.021669,-0.405884,8.36571,-2.89595,0.485857,-0.488405,0.473935,0.548442
0.337283,0.730431,0.246536,0.338448,0.663249,0.268202,-0.00116499,0.0671823,-0.021666,-0.367101,8.33798,-2.9542,0.485857,-0.488403,0.473928,0.548451
0.337274,0.730509,0.246536,0.338452,0.663342,0.268187,-0.00117712,0.0671672,-0.021651,-0.395961,8.35417,-2.92184,0.485857,-0.488399,0.473927,0.548455
0.337266,0.730588,0.246536,0.33845,0.663442,0.268184,-0.00118325,0.067146,-0.0216482,-0.370109,8.33176,-2.97406,0.485859,-0.488399,0.473918,0.548461
0.337258,0.730666,0.246536,0.338452,0.663534,0.268173,-0.00119384,0.0671316,-0.0216374,-0.352942,8.35047,-2.9315,0.485858,-0.4884,0.473916,0.548463
0.33725,0.730744,0.246536,0.338445,0.663632,0.268166,-0.00119557,0.0671117,-0.0216307,-0.303429,8.32196,-2.95813,0.485857,-0.488402,0.473908,0.548469
0.337242,0.730822,0.246536,0.338449,0.663726,0.268165,-0.00120742,0.0670958,-0.0216293,-0.321318,8.33218,-2.99847,0.485863,-0.488403,0.473901,0.548469
0.337234,0.7309,0.246535,0.338447,0.663824,0.268166,-0.00121382,0.0670755,-0.0216302,-0.305553,8.3195,-3.03865,0.485868,-0.488405,0.473888,0.548473
0.337225,0.730978,0.246535,0.338446,0.66392,0.268161,-0.00122085,0.0670581,-0.0216259,-0.314135,8.31871,-3.05447,0.485868,-0.488405,0.473882,0.548478
0.337217,0.731056,0.246535,0.338448,0.664014,0.268159,-0.00123085,0.0670412,-0.0216239,-0.319709,8.3256,-3.04961,0.485874,-0.488409,0.473874,0.548477
0.337209,0.731134,0.246535,0.338444,0.66411,0.268153,-0.00123478,0.0670241,-0.0216178,-0.289183,8.32329,-3.04577,0.485873,-0.488411,0.473866,0.548482
0.337201,0.731211,0.246535,0.338449,0.664203,0.268153,-0.00124811,0.0670081,-0.0216178,-0.33033,8.33796,-3.05892,0.485881,-0.488412,0.473858,0.548482
0.337193,0.731289,0.246534,0.338446,0.664301,0.268154,-0.00125332,0.0669882,-0.0216198,-0.303331,8.32144,-3.08698,0.485883,-0.488415,0.473847,0.548487
0.337184,0.731367,0.246534,0.338441,0.664397,0.26815,-0.00125691,0.0669703,-0.0216156,-0.281344,8.3153,-3.07955,0.485883,-0.488418,0.473841,0.548489
0.337176,0.731445,0.246534,0.338439,0.664492,0.268147,-0.00126291,0.0669521,-0.0216133,-0.275894,8.31276,-3.07022,0.485885,-0.488425,0.473835,0.548487
0.337168,0.731522,0.246534,0.338434,0.664589,0.268143,-0.00126552,0.0669328,-0.0216088,-0.273873,8.31039,-3.04856,0.485883,-0.488426,0.473831,0.548491
0.33716,0.7316,0.246534,0.33843,0.664683,0.268131,-0.0012703,0.0669171,-0.0215975,-0.273291,8.3331,-2.98713,0.485881,-0.488434,0.473829,0.548487
0.337152,0.731677,0.246534,0.338432,0.664778,0.268128,-0.00128005,0.0668994,-0.0215943,-0.274368,8.32516,-2.97575,0.485881,-0.488435,0.473827,0.548488
0.337144,0.731755,0.246533,0.338427,0.664872,0.268117,-0.00128351,0.0668824,-0.0215839,-0.263708,8.32083,-2.96466,0.485878,-0.488439,0.473826,0.548487
0.337135,0.731832,0.246533,0.338429,0.664965,0.268111,-0.00129355,0.0668669,-0.0215776,-0.275683,8.31889,-2.96205,0.485877,-0.488441,0.473828,0.548485
0.337127,0.73191,0.246533,0.338427,0.665061,0.268109,-0.00129953,0.0668486,-0.0215759,-0.292006,8.3071,-3.03257,0.485879,-0.488449,0.473823,0.548481
0.337119,0.731987,0.246533,0.338428,0.665153,0.268092,-0.00130933,0.0668335,-0.0215596,-0.310779,8.32476,-2.94444,0.485873,-0.488452,0.473831,0.548476
0.337111,0.732064,0.246533,0.338431,0.665246,0.268082,-0.00132053,0.066818,-0.0215491,-0.326151,8.33288,-2.9178,0.485872,-0.488457,0.473836,0.548469
0.337103,0.732142,0.246532,0.338427,0.665341,0.268068,-0.00132466,0.0668007,-0.021536,-0.324104,8.33158,-2.89456,0.485867,-0.488465,0.47384,0.548463
0.337094,0.732219,0.246532,0.338425,0.665433,0.268047,-0.0013308,0.0667854,-0.0215148,-0.317922,8.33474,-2.80814,0.485856,-0.488469,0.473852,0.548458
0.337086,0.732296,0.246532,0.338422,0.665528,0.268035,-0.00133538,0.066768,-0.0215032,-0.310098,8.33275,-2.80777,0.485852,-0.488474,0.473852,0.548456
0.337078,0.732373,0.246532,0.338422,0.665618,0.268012,-0.00134341,0.0667551,-0.0214803,-0.324991,8.35226,-2.74658,0.485842,-0.488475,0.473866,0.548453
0.33707,0.73245,0.246532,0.338419,0.665711,0.267996,-0.00134938,0.0667389,-0.0214644,-0.292934,8.34129,-2.71962,0.485837,-0.488481,0.473871,0.548448
0.337062,0.732527,0.246531,0.338416,0.665804,0.267978,-0.00135404,0.0667229,-0.0214463,-0.308598,8.34251,-2.70684,0.485827,-0.488485,0.473879,0.548446
0.337054,0.732604,0.246531,0.338422,0.665895,0.267955,-0.00136833,0.0667094,-0.0214239,-0.368842,8.35961,-2.67293,0.485823,-0.488489,0.473892,0.548436
0.337045,0.732681,0.246531,0.33842,0.665988,0.267935,-0.00137479,0.0666928,-0.0214037,-0.33708,8.34773,-2.61532,0.485813,-0.48849,0.473904,0.548432
0.337037,0.732758,0.246531,0.33842,0.66608,0.267912,-0.00138221,0.0666775,-0.0213815,-0.365477,8.35487,-2.60802,0.485805,-0.488496,0.473916,0.548424
0.337029,0.732835,0.246531,0.338421,0.666173,0.267892,-0.00139134,0.0666617,-0.0213611,-0.361966,8.34844,-2.59142,0.485797,-0.488499,0.473926,0.548419
0.337021,0.732911,0.24653,0.338419,0.666265,0.267868,-0.00139778,0.0666464,-0.0213377,-0.355074,8.34351,-2.57993,0.485786,-0.488501,0.473938,0.548418
0.337013,0.732988,0.24653,0.338417,0.666358,0.267845,-0.00140396,0.0666305,-0.0213146,-0.334564,8.33694,-2.57565,0.485778,-0.488506,0.473946,0.548413
0.337005,0.733065,0.24653,0.338417,0.666452,0.267827,-0.00141235,0.066613,-0.021297,-0.325519,8.31563,-2.58287,0.485772,-0.48851,0.473953,0.548409
0.336997,0.733141,0.24653,0.338418,0.666542,0.267802,-0.0014219,0.0665997,-0.0212726,-0.344362,8.33028,-2.57084,0.485765,-0.488514,0.473962,0.548404
0.336988,0.733218,0.246529,0.338419,0.666634,0.267781,-0.00143018,0.0665841,-0.0212518,-0.329492,8.32446,-2.54172,0.485756,-0.488514,0.473974,0.548401
0.33698,0.733295,0.246529,0.338418,0.666728,0.267758,-0.00143724,0.0665671,-0.0212293,-0.329328,8.32551,-2.51642,0.485749,-0.488516,0.473981,0.548399
0.336972,0.733371,0.246529,0.338417,0.666819,0.267733,-0.00144485,0.0665524,-0.0212037,-0.342184,8.33185,-2.51062,0.48574,-0.488518,0.47399,0.548397
0.336964,0.733448,0.246529,0.338416,0.666909,0.267706,-0.00145202,0.0665381,-0.0211768,-0.327842,8.33183,-2.47634,0.485731,-0.488519,0.474001,0.548395
0.336956,0.733524,0.246529,0.338418,0.666998,0.267681,-0.00146169,0.0665264,-0.0211526,-0.345521,8.34351,-2.4942,0.485722,-0.488521,0.47401,0.548394
0.336948,0.7336,0.246528,0.338416,0.667087,0.267657,-0.00146779,0.0665129,-0.0211284,-0.311357,8.34579,-2.45838,0.485713,-0.488518,0.474019,0.548397
0.33694,0.733677,0.246528,0.338414,0.667183,0.267646,-0.00147428,0.066494,-0.0211177,-0.3061,8.3157,-2.546,0.485711,-0.488518,0.474017,0.5484
0.336931,0.733753,0.246528,0.338413,0.667271,0.26762,-0.00148132,0.0664824,-0.0210922,-0.331481,8.34088,-2.54245,0.485702,-0.488519,0.474026,0.5484
0.336923,0.733829,0.246528,0.338416,0.667358,0.2676,-0.00149311,0.0664713,-0.0210721,-0.339485,8.35567,-2.5298,0.485697,-0.488519,0.474033,0.548398
0.336915,0.733905,0.246527,0.338412,0.667448,0.267579,-0.00149681,0.0664575,-0.0210512,-0.321086,8.35103,-2.5434,0.485688,-0.488519,0.474039,0.548401
0.336907,0.733981,0.246527,0.338412,0.667539,0.267566,-0.00150454,0.0664421,-0.0210386,-0.331713,8.34487,-2.59431,0.485686,-0.488517,0.47404,0.548403
0.336899,0.734057,0.246527,0.338418,0.667628,0.267552,-0.00151854,0.0664299,-0.0210252,-0.364029,8.35554,-2.61325,0.485686,-0.488513,0.474043,0.548404
0.336891,0.734134,0.246527,0.338417,0.667717,0.267538,-0.00152612,0.0664168,-0.0210114,-0.374392,8.35535,-2.64962,0.485684,-0.488514,0.474042,0.548406
0.336883,0.734209,0.246526,0.338417,0.667804,0.267524,-0.00153468,0.0664053,-0.0209973,-0.377921,8.37218,-2.65772,0.485682,-0.488511,0.474042,0.548411
0.336875,0.734285,0.246526,0.338414,0.667894,0.267513,-0.00153987,0.0663915,-0.0209867,-0.352062,8.36272,-2.68577,0.48568,-0.48851,0.47404,0.548415
0.336867,0.734361,0.246526,0.338413,0.667983,0.267503,-0.00154605,0.0663781,-0.0209766,-0.334283,8.36236,-2.70144,0.485678,-0.488507,0.474038,0.548421
0.336858,0.734437,0.246526,0.338416,0.668071,0.267492,-0.00155787,0.0663662,-0.0209662,-0.362219,8.37312,-2.70275,0.48568,-0.488506,0.474037,0.548421
0.33685,0.734513,0.246526,0.338417,0.668157,0.267477,-0.0015666,0.0663561,-0.0209513,-0.364978,8.38104,-2.70284,0.485674,-0.488501,0.474043,0.548425
0.336842,0.734589,0.246525,0.338417,0.668246,0.267466,-0.00157482,0.0663431,-0.020941,-0.358501,8.37727,-2.6998,0.485674,-0.488501,0.474041,0.548428
0.336834,0.734664,0.246525,0.338415,0.668335,0.26746,-0.0015812,0.0663296,-0.0209353,-0.358312,8.3781,-2.73972,0.485675,-0.488501,0.474037,0.54843
0.336826,0.73474,0.246525,0.338417,0.66842,0.267446,-0.00159127,0.0663201,-0.0209208,-0.383441,8.39705,-2.72206,0.485673,-0.488502,0.474038,0.54843
0.336818,0.734816,0.246525,0.338415,0.668509,0.267438,-0.00159744,0.0663071,-0.0209137,-0.351469,8.38221,-2.74158,0.485672,-0.488503,0.474036,0.548432
0.33681,0.734891,0.246524,0.338415,0.668595,0.267429,-0.00160527,0.066296,-0.0209042,-0.344947,8.37318,-2.76639,0.48567,-0.488502,0.474038,0.548433
0.336802,0.734967,0.246524,0.338412,0.668684,0.267417,-0.00161065,0.0662832,-0.0208931,-0.340451,8.37365,-2.7553,0.485667,-0.488505,0.474038,0.548432
0.336794,0.735042,0.246524,0.338411,0.668772,0.267409,-0.00161737,0.0662706,-0.0208854,-0.329509,8.37275,-2.75785,0.485666,-0.488507,0.474037,0.548432
0.336786,0.735118,0.246524,0.338411,0.668856,0.267396,-0.00162505,0.0662621,-0.0208722,-0.343916,8.38821,-2.76977,0.485663,-0.488511,0.47404,0.54843
0.336777,0.735193,0.246523,0.338411,0.668942,0.267388,-0.0016331,0.066251,-0.020865,-0.341742,8.38289,-2.7704,0.485663,-0.488512,0.47404,0.548428
0.336769,0.735268,0.246523,0.338406,0.669029,0.267379,-0.00163695,0.0662396,-0.020856,-0.333323,8.38452,-2.76585,0.485661,-0.488517,0.474037,0.548428
0.336761,0.735344,0.246523,0.338407,0.669113,0.26737,-0.00164558,0.0662302,-0.0208468,-0.34542,8.39799,-2.77868,0.485661,-0.48852,0.474038,0.548425
0.336753,0.735419,0.246523,0.338407,0.6692,0.267364,-0.00165371,0.066219,-0.0208418,-0.34161,8.39643,-2.78278,0.485661,-0.488522,0.474037,0.548424
